Id,TotSqFt,TotBaths,BedroomAbvGr,SalePrice
1699,5140.0,3.0,3,288034.2344717517
1700,4385.0,4.0,3,268582.32160364784
1701,4366.0,4.0,3,267604.672575139
1702,4540.0,2.0,3,237764.3350435653
1703,4186.0,3.0,3,238945.96219820116
1704,4317.0,3.0,3,245686.59497370973
1705,3693.0,2.0,3,194181.77045688048
1706,6039.0,3.0,2,345504.295572901
1707,3522.0,2.0,3,185382.92920030066
1708,3760.0,2.0,3,197629.2696626749
1709,4392.0,2.0,3,230148.9636636015
1710,3652.0,2.0,2,203283.93225285417
1711,3690.0,4.0,3,232820.94924503396
1712,4364.0,2.0,3,228708.21772685158
1713,4313.0,3.0,3,245480.77412560256
1714,3974.0,3.0,3,228037.4572485233
1715,3138.0,4.0,3,204417.67220624996
1716,3190.0,2.0,3,168299.79880740884
1717,2948.0,3.0,3,175244.40970904438
1718,2366.0,2.0,3,125900.70409734001
1719,3362.0,3.0,3,196546.86748813235
1720,4115.0,2.0,3,215895.86993218272
1721,3154.0,2.0,3,166447.41117444466
1722,2267.0,2.0,3,120806.63810668855
1723,2846.0,3.0,3,169995.97808231256
1724,3781.0,2.0,2,209921.65460430912
1725,3668.0,4.0,4,220477.10909137301
1726,3333.0,3.0,3,195054.66633935567
1727,3266.0,2.0,2,183422.2204105161
1728,2961.0,4.0,3,195310.09967750945
1729,2589.0,3.0,3,156771.98859142943
1730,2494.0,2.0,4,121275.14574769643
1731,2388.0,2.0,3,127032.71876192924
1732,2772.0,2.0,3,146791.52018021373
1733,2326.0,1.0,2,115657.54889322356
1734,2503.0,2.0,3,132950.06814500922
1735,2124.0,2.0,3,113448.54278685864
1736,2076.0,2.0,3,110978.69260957309
1737,5609.0,3.0,2,323378.55440138455
1738,3816.0,4.0,3,239304.3059604086
1739,5262.0,3.0,3,294311.7703390192
1740,4267.0,3.0,2,254325.65986144234
1741,3211.0,3.0,1,211200.78145023173
1742,2740.0,4.0,2,195150.32330866228
1743,2683.0,4.0,3,181005.5507340639
1744,4876.0,3.0,2,285661.88398575294
1745,4486.0,2.0,2,246197.57908319082
1746,3482.0,3.0,4,191509.6674422745
1747,3940.0,3.0,3,226287.98003961268
1748,4375.0,3.0,5,226247.3462931196
1749,3449.0,3.0,3,201023.47093446244
1750,2768.0,2.0,3,146585.6993321066
1751,4265.0,3.0,4,231799.09845924526
1752,2040.0,2.0,2,120338.13046568066
1753,3776.0,2.0,3,198452.55305510343
1754,3997.0,4.0,4,237405.87384818445
1755,3067.0,3.0,3,181367.57994023152
1756,2544.0,2.0,2,146271.5573271791
1757,2036.0,1.0,3,89523.71191638487
1758,3254.0,2.0,3,171592.93237712292
1759,3451.0,3.0,3,201126.38135851602
1760,3557.0,3.0,3,206580.63383335498
1761,3228.0,3.0,3,189651.8690765435
1762,3737.0,3.0,4,204630.74650910406
1763,3237.0,2.0,4,159506.36828359586
1764,2320.0,2.0,2,134745.5898331798
1765,4248.0,2.0,2,233951.23862081658
1766,3773.0,3.0,3,217694.95963114
1767,4123.0,3.0,2,246916.10932958568
1768,2856.0,2.0,3,151113.75799046346
1769,3302.0,2.0,3,174062.78255440848
1770,2429.0,3.0,3,148539.15466714423
1771,2863.0,2.0,3,151473.94447465095
1772,3394.0,2.0,3,178796.66206087248
1773,3023.0,2.0,3,159706.77839893615
1774,4227.0,2.0,4,210447.0281901106
1775,2421.0,2.0,3,128730.74075881306
1776,2478.0,1.0,2,123478.74112129452
1777,1826.0,2.0,2,109326.7150919492
1778,2292.0,2.0,2,133304.84389642987
1779,2134.0,2.0,2,125174.92039619821
1780,2770.0,3.0,3,166085.38196827707
1781,2772.0,1.0,3,127394.74796809685
1782,2040.0,1.0,2,100941.35825356375
1783,3063.0,3.0,4,169949.93360305263
1784,2004.0,1.0,2,99088.97062059958
1785,2508.0,1.0,3,113810.57199302626
1786,4650.0,2.0,3,243424.4083665114
1787,2986.0,2.0,4,146591.11006487344
1788,1096.0,2.0,2,71764.41031239791
1789,2142.0,1.0,2,106189.78988029558
1790,1705.0,2.0,1,114312.45992578028
1791,4699.0,4.0,6,251103.78171284232
1792,3340.0,2.0,3,176018.08061142624
1793,2716.0,2.0,3,143910.0283067139
1794,2424.0,2.0,2,140096.93188396518
1795,2518.0,1.0,3,114325.12411329408
1796,1778.0,1.0,2,87460.09270254671
1797,3059.0,1.0,3,142162.39381978344
1798,2376.0,1.0,3,107018.48400549094
1799,1772.0,2.0,2,106548.13364250293
1800,1999.0,2.0,3,107016.64128351082
1801,2881.0,2.0,4,141188.31280206126
1802,3151.0,1.0,3,146896.27332624744
1803,3124.0,2.0,4,153691.92932456944
1804,2486.0,2.0,2,143287.1550296257
1805,2354.0,2.0,3,125283.24155301864
1806,2535.0,1.0,3,115199.86271774936
1807,3437.0,3.0,4,189194.18290106932
1808,2018.0,2.0,3,107994.29031201969
1809,2144.0,2.0,3,114477.64702739428
1810,2866.0,2.0,3,151628.31011073128
1811,2449.0,2.0,4,118959.6612064912
1812,2572.0,1.0,3,117103.70556274035
1813,2416.0,2.0,3,128473.46469867915
1814,2138.0,1.0,2,105983.96903218844
1815,945.0,1.0,1,55809.7265733086
1816,1784.0,1.0,2,87768.82397470741
1817,3067.0,2.0,3,161970.8077281146
1818,3516.0,2.0,3,185074.19792813997
1819,2295.0,2.0,3,122247.38404343846
1820,1473.0,1.0,2,71766.25303437804
1821,2835.0,1.0,3,130636.42632578415
1822,3140.0,1.0,4,135118.44050488106
1823,1172.0,1.0,2,56278.234214316486
1824,2997.0,1.0,3,138972.17067412293
1825,2591.0,2.0,3,137478.1268033661
1826,2028.0,1.0,3,89112.0702201706
1827,2285.0,1.0,2,113547.88520012547
1828,3157.0,2.0,3,166601.776810525
1829,3433.0,2.0,2,192015.2408189888
1830,3542.0,2.0,3,186412.0334408363
1831,2884.0,2.0,3,152554.50392721337
1832,3224.0,2.0,4,158837.4505272477
1833,3179.0,3.0,4,175918.7381981594
1834,2425.0,1.0,3,109539.7893948033
1835,3174.0,3.0,6,153237.811159882
1836,3402.0,1.0,3,159811.53154496985
1837,2015.0,2.0,1,130263.57565408287
1838,2697.0,3.0,3,162329.15149032196
1839,1508.0,2.0,2,92963.95766743233
1840,2520.0,6.0,3,211411.89559793216
1841,2556.0,4.0,2,185682.56429573428
1842,1923.0,3.0,4,111290.99189252048
1843,2987.0,2.0,3,157854.39076597197
1844,1994.0,2.0,3,106759.36522337691
1845,3040.0,2.0,4,149369.6915143197
1846,2896.0,2.0,3,153171.96647153478
1847,3391.0,3.0,4,186827.24314783732
1848,760.0,1.0,2,35078.68685928207
1849,2081.0,1.0,2,103051.02194666183
1850,2486.0,2.0,2,143287.1550296257
1851,2676.0,2.0,3,141851.8198256426
1852,2758.0,2.0,3,146071.14721183878
1853,2469.0,3.0,2,161809.1886372873
1854,2727.0,3.0,1,186296.45882926896
1855,2434.0,2.0,2,140611.484004233
1856,4075.0,4.0,3,252631.20587534521
1857,2592.0,1.0,4,106920.98431420422
1858,3021.0,2.0,6,125968.39150766734
1859,1935.0,2.0,4,92511.68222472497
1860,3115.0,4.0,2,214446.02781870577
1861,1913.0,2.0,4,91379.66756013577
1862,5087.0,8.0,6,348655.49282770156
1863,5087.0,8.0,6,348655.49282770156
1864,5087.0,8.0,6,348655.49282770156
1865,4582.0,3.0,1,281745.8771389506
1866,4598.0,3.0,3,260145.5095532356
1867,4174.0,2.0,3,218931.7274417629
1868,4576.0,3.0,3,259013.4948886464
1869,3402.0,3.0,2,209816.90145827545
1870,3578.0,3.0,2,218873.01877498918
1871,4082.0,2.0,3,214197.8479352989
1872,2630.0,3.0,3,158881.65228452752
1873,4076.0,4.0,3,252682.66108737205
1874,2578.0,2.0,3,136809.2090470179
1875,3546.0,3.0,3,206014.62650106035
1876,3438.0,4.0,3,219854.23581428477
1877,3636.0,3.0,3,210645.5955834708
1878,3874.0,2.0,3,203495.16383372812
1879,2229.0,1.0,3,99454.5678375539
1880,2272.0,2.0,2,132275.73965589423
1881,4766.0,3.0,3,268789.98517373507
1882,4146.0,3.0,4,225675.92822805812
1883,3163.0,3.0,3,186307.28029480262
1884,3721.0,3.0,3,215019.2886057473
1885,3665.0,3.0,2,223349.62222131927
1886,4511.0,3.0,3,255668.90610690555
1887,3522.0,3.0,3,204779.70141241758
1888,4233.0,3.0,3,241364.35716346
1889,2580.0,3.0,3,156308.89168318838
1890,2947.0,2.0,3,155796.1822849007
1891,2172.0,2.0,2,127130.21845321597
1892,2072.0,1.0,3,91376.09954934903
1893,2893.0,2.0,3,153017.60083545442
1894,3356.0,2.0,6,143205.8875366395
1895,3023.0,1.0,2,151521.83167589104
1896,2358.0,1.0,3,106092.29018900885
1897,2405.0,2.0,3,127907.45736638455
1898,2430.0,2.0,3,129193.8376670541
1899,2668.0,1.0,3,122043.40591731145
1900,2351.0,1.0,3,105732.10370482139
1901,3018.0,3.0,2,190058.10003999094
1902,3451.0,1.0,2,173544.662423354
1903,3857.0,3.0,5,199593.54646324622
1904,2614.0,2.0,2,149873.42216905387
1905,3853.0,3.0,3,221811.3765932826
1906,2966.0,3.0,3,176170.60352552647
1907,3993.0,3.0,3,229015.10627703217
1908,2279.0,1.0,2,113239.15392796478
1909,2428.0,3.0,2,159699.5249441892
1910,2406.0,2.0,2,139170.7380674831
1911,3567.0,4.0,3,226491.95816573972
1912,5063.0,3.0,3,284072.1831456895
1913,4209.0,2.0,5,198309.00888455677
1914,1416.0,1.0,2,68833.30594885143
1915,4094.0,4.0,2,264820.6803929259
1916,1233.0,1.0,1,70628.82763702198
1917,4102.0,3.0,3,234623.72438795143
1918,2498.0,2.0,2,143904.6175739471
1919,3246.0,3.0,2,201789.88838209736
1920,3849.0,3.0,2,232817.38123424727
1921,5250.0,3.0,3,293694.3077946978
1922,4262.0,3.0,3,242856.55831223668
1923,3718.0,3.0,3,214864.92296966695
1924,4164.0,5.0,3,276607.4919578458
1925,3650.0,3.0,3,211365.96855184576
1926,5236.0,3.0,2,304185.76031539467
1927,2544.0,1.0,3,115662.9596259904
1928,3112.0,2.0,3,164286.2922693198
1929,2066.0,2.0,2,121675.96597837702
1930,2184.0,2.0,2,127747.68099753735
1931,2541.0,2.0,2,146117.19169109873
1932,2501.0,2.0,3,132847.15772095567
1933,3855.0,2.0,4,191305.6893161475
1934,3036.0,3.0,3,179772.46836740125
1935,2811.0,3.0,3,168195.04566137516
1936,3184.0,3.0,3,187387.83974736507
1937,3190.0,3.0,3,187696.57101952576
1938,3175.0,3.0,3,186924.74283912402
1939,3874.0,3.0,1,245315.58702398857
1940,3292.0,2.0,2,184760.05592321244
1941,3064.0,3.0,3,181213.21430415116
1942,3001.0,4.0,3,197368.30815858074
1943,3363.0,3.0,2,207810.14818923094
1944,4575.0,4.0,5,255935.160910593
1945,4728.0,3.0,2,278046.5126057891
1946,3745.0,1.0,3,177460.66927015627
1947,4181.0,3.0,2,249900.51162713906
1948,3894.0,3.0,3,223921.04028638068
1949,4080.0,3.0,2,244703.535212434
1950,3270.0,3.0,3,191812.98798166838
1951,4862.0,3.0,3,273729.68552830623
1952,4582.0,3.0,3,259322.22616080707
1953,3057.0,3.0,3,180853.0278199637
1954,3372.0,3.0,3,197061.4196084002
1955,2512.0,2.0,3,133413.16505325027
1956,5798.0,4.0,4,330076.71070841985
1957,3385.0,2.0,2,189545.3906417032
1958,4953.0,4.0,4,286597.0565457886
1959,3213.0,4.0,4,197064.9876191869
1960,2176.0,1.0,2,107939.26708920619
1961,2304.0,2.0,3,122710.4809516795
1962,1786.0,3.0,2,126665.2788229948
1963,2233.0,2.0,2,130268.98638684972
1964,2196.0,3.0,3,136550.09026490388
1965,2771.0,3.0,4,154925.01169123212
1966,2588.0,2.0,2,148535.5866563575
1967,4373.0,3.0,3,248568.08684720955
1968,5968.0,4.0,4,338824.0967529729
1969,4969.0,3.0,2,290447.2187042437
1970,5842.0,4.0,4,332340.7400375983
1971,5982.0,4.0,4,339544.46972134785
1972,5003.0,4.0,3,300381.6426361995
1973,3816.0,3.0,4,208695.70825921991
1974,4602.0,4.0,4,268536.2771243879
1975,6373.0,4.0,1,393298.93409103504
1976,4154.0,3.0,2,248511.22090241592
1977,4934.0,4.0,4,285619.40751727973
1978,5576.0,3.0,4,299256.8814263572
1979,4642.0,3.0,2,273621.36437148583
1980,3251.0,2.0,2,182650.39223011435
1981,4754.0,3.0,2,279384.3481184855
1982,3269.0,3.0,2,202973.35825871336
1983,3269.0,2.0,2,183576.58604659644
1984,2891.0,3.0,2,183523.28811258957
1985,3834.0,3.0,2,232045.5530538455
1986,3800.0,3.0,2,230296.0758449349
1987,2944.0,2.0,2,166853.6421378921
1988,2772.0,3.0,3,166188.29239233065
1989,3146.0,3.0,3,185432.54169034734
1990,3435.0,3.0,4,189091.27247701574
1991,3410.0,3.0,2,210228.54315448971
1992,3413.0,3.0,3,199171.08330149826
1993,2659.0,3.0,3,160373.85343330423
1994,3947.0,3.0,4,215436.34103472842
1995,3035.0,3.0,3,179721.01315537447
1996,4019.0,3.0,3,230352.94178972847
1997,4693.0,3.0,4,253821.92920670818
1998,5103.0,3.0,2,297342.21711583255
1999,3933.0,4.0,4,234112.74027847036
2000,4773.0,3.0,4,257938.3461688508
2001,4544.0,4.0,4,265551.87482683454
2002,3824.0,3.0,3,220319.1754445059
2003,4257.0,3.0,3,242599.28225210274
2004,3985.0,4.0,3,248000.23679293483
2005,3420.0,2.0,3,180134.49757356883
2006,3628.0,2.0,3,190837.1816751396
2007,4233.0,2.0,3,221967.58495134307
2008,3234.0,3.0,2,201172.42583777598
2009,3282.0,4.0,3,211827.22273810668
2010,3212.0,3.0,3,188828.58568411498
2011,2440.0,2.0,3,129708.38978732192
2012,2839.0,2.0,3,150239.01938600815
2013,2958.0,3.0,3,175758.9618293122
2014,3280.0,4.0,3,211724.31231405312
2015,3190.0,3.0,3,187696.57101952576
2016,3199.0,4.0,3,207556.44013988372
2017,3356.0,4.0,3,215634.9084280886
2018,2553.0,2.0,3,135522.82874634836
2019,2280.0,2.0,3,121475.55586303673
2020,2088.0,2.0,3,111596.15515389446
2021,2004.0,1.0,3,87877.14513152782
2022,3734.0,3.0,3,215688.2063620955
2023,3224.0,2.0,4,158837.4505272477
2024,4770.0,4.0,4,277180.75274488743
2025,5613.0,4.0,4,320557.4964834651
2026,3075.0,2.0,1,184806.10040247237
2027,2446.0,4.0,2,180022.49097278822
2028,2723.0,2.0,2,155482.04027997315
2029,2765.0,4.0,3,185224.87812026008
2030,4045.0,3.0,2,242902.6027914966
2031,3487.0,3.0,1,225402.4199696237
2032,3639.0,3.0,2,222011.7867086229
2033,3835.0,3.0,2,232097.0082658723
2034,2558.0,4.0,3,174573.6492307161
2035,3193.0,4.0,3,207247.708867723
2036,3195.0,4.0,3,207350.61929177656
2037,3216.0,4.0,3,208431.17874433903
2038,4393.0,4.0,2,280205.7887889339
2039,3142.0,3.0,1,207650.37182038373
2040,5028.0,4.0,3,301668.022936869
2041,4017.0,4.0,3,249646.80357779184
2042,3489.0,3.0,3,203081.67941553376
2043,3586.0,3.0,4,196861.00949305992
2044,4209.0,2.0,4,209520.83437362852
2045,4072.0,2.0,4,202471.47032595932
2046,3734.0,2.0,4,185079.60866090682
2047,2706.0,2.0,4,132183.65069737434
2048,2646.0,2.0,3,140308.16346483913
2049,4032.0,2.0,6,177989.6108667445
2050,2959.0,2.0,4,145201.8193401503
2051,1521.0,1.0,2,74236.10321166359
2052,2843.0,2.0,3,150444.84023411528
2053,2790.0,2.0,3,147717.71399669582
2054,1485.0,1.0,2,72383.71557869943
2055,3264.0,2.0,3,172107.48449739075
2056,2365.0,2.0,3,125849.24888531324
2057,2528.0,1.0,3,114839.6762335619
2058,3802.0,3.0,4,207975.33529084493
2059,2827.0,2.0,3,149621.55684168678
2060,3574.0,3.0,2,218667.19792688204
2061,3896.0,2.0,3,204627.17849831734
2062,2592.0,2.0,3,137529.58201539287
2063,1842.0,2.0,2,110149.9984843777
2064,2940.0,2.0,3,155435.9958007132
2065,2366.0,1.0,2,117715.75737429487
2066,3368.0,2.0,3,177458.82654817615
2067,2137.0,3.0,4,122302.40726625195
2068,4132.0,2.0,5,194346.95755849453
2069,1325.0,1.0,1,75362.70714348598
2070,2374.0,1.0,3,106915.57358143739
2071,1848.0,1.0,2,91061.9575444215
2072,3916.0,2.0,3,205656.28273885298
2073,2576.0,3.0,3,156103.07083508128
2074,3567.0,2.0,3,187698.41374150588
2075,2681.0,2.0,3,142109.0958857765
2076,2328.0,1.0,2,115760.45931727714
2077,3063.0,3.0,3,181161.75909212438
2078,2353.0,2.0,3,125231.78634099186
2079,2772.0,2.0,3,146791.52018021373
2080,2200.0,2.0,2,128570.96438996588
2081,2372.0,1.0,4,95600.83766831204
2082,3600.0,2.0,6,155760.95927117445
2083,2836.0,2.0,3,150084.65374992782
2084,2000.0,2.0,2,118279.92198460935
2085,2498.0,1.0,3,113296.0198727584
2086,1808.0,2.0,3,97188.69578639536
2087,2503.0,1.0,3,113553.29593289235
2088,2612.0,1.0,2,130373.7395328834
2089,1600.0,1.0,2,78301.06496177941
2090,2740.0,2.0,4,133933.12790628494
2091,2703.0,2.0,3,143241.11055036573
2092,3084.0,2.0,2,174057.37182164166
2093,3137.0,1.0,2,157387.72584694426
2094,1986.0,2.0,2,117559.54901623439
