Id,TotSqFt,TotBaths,BedroomAbvGr,SalePrice
1621,2496.0,2.0,3,134789.66531824926
1622,3185.0,2.0,5,148089.2237904449
1623,4379.0,5.0,3,277719.40283227735
1624,4039.0,4.0,3,259984.56240065373
1625,2266.0,1.0,2,113747.08995520211
1626,3497.0,3.0,4,188851.39025036545
1627,3305.0,3.0,3,186039.35532870106
1628,4089.0,3.0,4,222567.92877457052
1629,2522.0,3.0,3,148809.14080773082
1630,5533.0,3.0,1,388495.939225117
1631,3602.0,3.0,2,215960.5815139574
1632,3951.0,3.0,2,240576.76380718237
1633,2418.0,3.0,3,142613.5248141079
1634,3112.0,4.0,3,184489.57679702315
1635,2678.0,4.0,3,172399.98287706045
1636,2822.0,2.0,3,145304.20180106864
1637,3999.0,4.0,3,256035.18352909107
1638,3795.0,3.0,4,204828.21937826832
1639,3889.0,2.0,3,202876.0079584153
1640,4419.0,3.0,4,259043.69878372335
1641,3326.0,2.0,3,167659.28217076632
1642,3426.0,4.0,3,213445.2998020952
1643,3654.0,3.0,3,204644.69918693005
1644,3621.0,3.0,3,203326.06854335524
1645,4210.0,3.0,3,246953.00820564697
1646,2760.0,3.0,3,163572.5811644434
1647,2915.0,2.0,3,144416.70455920108
1648,2882.0,2.0,2,144308.44595613275
1649,2429.0,3.0,3,145504.98330551173
1650,2514.0,2.0,3,134789.66531824926
1651,2504.0,1.0,3,122370.75767194438
1652,1734.0,3.0,2,119807.1165408002
1653,1758.0,3.0,2,123196.56270638386
1654,2900.0,3.0,3,162685.08392257584
1655,2579.0,3.0,2,151892.12824498737
1656,2779.0,3.0,3,163572.5811644434
1657,2900.0,4.0,3,176156.04245280247
1658,2898.0,3.0,3,162685.08392257584
1659,2187.0,2.0,2,128070.02609857882
1660,2802.0,2.0,3,145304.20180106864
1661,5501.0,5.0,4,364300.4272811759
1662,5116.0,4.0,3,384656.8184703218
1663,5226.0,3.0,3,369959.3377017313
1664,6476.0,5.0,2,510277.36658882926
1665,4715.0,2.0,3,281668.17959821026
1666,4677.0,3.0,3,305258.6687231191
1667,5133.0,4.0,5,285740.7472967357
1668,4622.0,3.0,3,275014.1055719554
1669,3971.0,3.0,2,240576.76380718237
1670,4658.0,3.0,3,292201.1351699119
1671,4458.0,3.0,3,264513.6962179408
1672,5906.0,4.0,3,387065.526804448
1673,4366.0,4.0,4,270384.39882285736
1674,4365.0,2.0,3,235759.1165255408
1675,3428.0,2.0,2,177458.80509069964
1676,3469.0,3.0,1,214041.95122978906
1677,3410.0,3.0,2,207841.38827002124
1678,6394.0,4.0,2,477827.5251104782
1679,5348.0,4.0,3,374171.4811629961
1680,4738.0,3.0,2,349276.17508191086
1681,3680.0,2.0,2,185485.12747216603
1682,4526.0,3.0,3,264513.6962179408
1683,3472.0,2.0,2,177458.80509069964
1684,2674.0,3.0,3,158929.02434683382
1685,2683.0,3.0,3,158929.02434683382
1686,2953.0,2.0,2,144308.44595613275
1687,2258.0,3.0,3,141684.97051528393
1688,3102.0,3.0,3,171018.61826679652
1689,3222.0,3.0,3,187144.56975394915
1690,2746.0,4.0,3,177043.53969467003
1691,2589.0,4.0,3,162280.09933795745
1692,3566.0,4.0,4,204243.44201210825
1693,2158.0,3.0,3,137802.37307749136
1694,2774.0,4.0,3,177043.53969467003
1695,2214.0,3.0,3,141684.97051528393
1696,4445.0,4.0,4,271109.2798405588
1697,2224.0,3.0,3,141684.97051528393
1698,5234.0,4.0,4,377695.2558702577
1699,5140.0,3.0,3,366313.7381010993
1700,4385.0,4.0,3,277719.40283227735
1701,4366.0,4.0,3,277719.40283227735
1702,4540.0,2.0,3,247146.17225693984
1703,4186.0,3.0,3,246953.00820564697
1704,4317.0,3.0,3,255881.2005199798
1705,3693.0,2.0,3,178719.1566134946
1706,6039.0,3.0,2,466895.88203110435
1707,3522.0,2.0,3,175837.2113866667
1708,3760.0,2.0,3,202876.0079584153
1709,4392.0,2.0,3,235759.1165255408
1710,3652.0,2.0,2,185485.12747216603
1711,3690.0,4.0,3,220203.01570366748
1712,4364.0,2.0,3,235759.1165255408
1713,4313.0,3.0,3,255881.2005199798
1714,3974.0,3.0,3,221851.85800225762
1715,3138.0,4.0,3,192836.399259626
1716,3190.0,2.0,3,157864.67778875283
1717,2948.0,3.0,3,162685.08392257584
1718,2366.0,2.0,3,127719.53184368597
1719,3362.0,3.0,3,188297.4843105172
1720,4115.0,2.0,3,216599.56710470468
1721,3154.0,2.0,3,157864.67778875283
1722,2267.0,2.0,3,128178.28470164714
1723,2846.0,3.0,3,163572.5811644434
1724,3781.0,2.0,2,212640.21261115733
1725,3668.0,4.0,4,206589.86901848976
1726,3333.0,3.0,3,187752.82508684008
1727,3266.0,2.0,2,168670.14825930336
1728,2961.0,4.0,3,181572.227105919
1729,2589.0,3.0,3,148809.14080773082
1730,2494.0,2.0,4,129706.92652211912
1731,2388.0,2.0,3,127719.53184368597
1732,2772.0,2.0,3,145304.20180106864
1733,2326.0,1.0,2,113288.33709724095
1734,2503.0,2.0,3,134789.66531824926
1735,2124.0,2.0,3,116524.86729044798
1736,2076.0,2.0,3,116524.86729044798
1737,5609.0,3.0,2,381408.14927832334
1738,3816.0,4.0,3,234997.8224403113
1739,5262.0,3.0,3,375286.6278200691
1740,4267.0,3.0,2,246649.33006601315
1741,3211.0,3.0,1,195906.99510765512
1742,2740.0,4.0,2,178896.7028061016
1743,2683.0,4.0,3,172399.98287706045
1744,4876.0,3.0,2,329622.79140302236
1745,4486.0,2.0,2,245523.32117828281
1746,3482.0,3.0,4,188851.39025036545
1747,3940.0,3.0,3,221851.85800225762
1748,4375.0,3.0,5,204236.61537330764
1749,3449.0,3.0,3,199974.34127186856
1750,2768.0,2.0,3,145304.20180106864
1751,4265.0,3.0,4,202570.54440418366
1752,2040.0,2.0,2,116416.60868737966
1753,3776.0,2.0,3,202876.0079584153
1754,3997.0,4.0,4,239558.89040858252
1755,3067.0,3.0,3,171018.61826679652
1756,2544.0,2.0,2,134681.40671518093
1757,2036.0,1.0,3,105238.00938248372
1758,3254.0,2.0,3,167051.0268378754
1759,3451.0,3.0,3,199974.34127186856
1760,3557.0,3.0,3,202298.27218054855
1761,3228.0,3.0,3,187144.56975394915
1762,3737.0,3.0,4,192896.5590769553
1763,3237.0,2.0,4,151176.06433775442
1764,2320.0,2.0,2,127611.27324061765
1765,4248.0,2.0,2,230755.52987036004
1766,3773.0,3.0,3,219439.5059235739
1767,4123.0,3.0,2,269139.30722104927
1768,2856.0,2.0,3,144416.70455920108
1769,3302.0,2.0,3,165945.8124126273
1770,2429.0,3.0,3,145504.98330551173
1771,2863.0,2.0,3,144416.70455920108
1772,3394.0,2.0,3,168203.94139444345
1773,3023.0,2.0,3,153719.56442439833
1774,4227.0,2.0,4,182435.0049316159
1775,2421.0,2.0,3,129106.83900047108
1776,2478.0,1.0,2,118176.56346282279
1777,1826.0,2.0,2,104109.5176477804
1778,2292.0,2.0,2,127611.27324061765
1779,2134.0,2.0,2,116416.60868737966
1780,2770.0,3.0,3,163572.5811644434
1781,2772.0,1.0,3,133624.50670042977
1782,2040.0,1.0,2,102093.67254400298
1783,3063.0,3.0,4,166590.06364224164
1784,2004.0,1.0,2,100284.58274134374
1785,2508.0,1.0,3,122370.75767194438
1786,4650.0,2.0,3,251799.44991466912
1787,2986.0,2.0,4,143705.20851801956
1788,1096.0,2.0,2,77292.5010716443
1789,2142.0,1.0,2,102093.67254400298
1790,1705.0,2.0,1,96596.79377851865
1791,4699.0,4.0,6,199844.13260825348
1792,3340.0,2.0,3,168203.94139444345
1793,2716.0,2.0,3,145304.20180106864
1794,2424.0,2.0,2,128998.58039740277
1795,2518.0,1.0,3,122370.75767194438
1796,1778.0,1.0,2,95278.6835615111
1797,3059.0,1.0,3,140061.82489023794
1798,2376.0,1.0,3,116432.6739357217
1799,1772.0,2.0,2,104109.5176477804
1800,1999.0,2.0,3,114715.77748778871
1801,2881.0,2.0,4,138479.63019842454
1802,3151.0,1.0,3,146658.26896702786
1803,3124.0,2.0,4,150091.33171015285
1804,2486.0,2.0,2,133631.54934454008
1805,2354.0,2.0,3,127719.53184368597
1806,2535.0,1.0,3,122370.75767194438
1807,3437.0,3.0,4,188851.39025036545
1808,2018.0,2.0,3,114715.77748778871
1809,2144.0,2.0,3,118548.75644354984
1810,2866.0,2.0,3,144416.70455920108
1811,2449.0,2.0,4,125352.91164925929
1812,2572.0,1.0,3,122370.75767194438
1813,2416.0,2.0,3,132138.51600671868
1814,2138.0,1.0,2,102093.67254400298
1815,945.0,1.0,1,64446.65508284219
1816,1784.0,1.0,2,95278.6835615111
1817,3067.0,2.0,3,153719.56442439833
1818,3516.0,2.0,3,175837.2113866667
1819,2295.0,2.0,3,127719.53184368597
1820,1473.0,1.0,2,83872.99083529538
1821,2835.0,1.0,3,133624.50670042977
1822,3140.0,1.0,4,139310.21651626326
1823,1172.0,1.0,2,83938.1892832449
1824,2997.0,1.0,3,137820.81506245915
1825,2591.0,2.0,3,134789.66531824926
1826,2028.0,1.0,3,105238.00938248372
1827,2285.0,1.0,2,113288.33709724095
1828,3157.0,2.0,3,157864.67778875283
1829,3433.0,2.0,2,177458.80509069964
1830,3542.0,2.0,3,164697.37349335966
1831,2884.0,2.0,3,144416.70455920108
1832,3224.0,2.0,4,151176.06433775442
1833,3179.0,3.0,4,174936.88610484448
1834,2425.0,1.0,3,116687.93135416611
1835,3174.0,3.0,6,156441.55432960406
1836,3402.0,1.0,3,160470.36587790953
1837,2015.0,2.0,1,119036.84111716582
1838,2697.0,3.0,3,158929.02434683382
1839,1508.0,2.0,2,92630.86136868119
1840,2520.0,6.0,3,162280.09933795745
1841,2556.0,4.0,2,164133.262449389
1842,1923.0,3.0,4,126036.69507230775
1843,2987.0,2.0,3,151478.55459661954
1844,1994.0,2.0,3,114715.77748778871
1845,3040.0,2.0,4,145946.21834579835
1846,2896.0,2.0,3,144416.70455920108
1847,3391.0,3.0,4,177174.5332890141
1848,760.0,1.0,2,69586.85826224925
1849,2081.0,1.0,2,102093.67254400298
1850,2486.0,2.0,2,133631.54934454008
1851,2676.0,2.0,3,140344.2184867209
1852,2758.0,2.0,3,145304.20180106864
1853,2469.0,3.0,2,148587.9707427683
1854,2727.0,3.0,1,172856.13156146777
1855,2434.0,2.0,2,130327.39184232111
1856,4075.0,4.0,3,258969.76199608075
1857,2592.0,1.0,4,115184.95847593369
1858,3021.0,2.0,6,141384.01137141624
1859,1935.0,2.0,4,109633.03869165856
1860,3115.0,4.0,2,186342.7399084547
1861,1913.0,2.0,4,109633.03869165856
1862,5087.0,8.0,6,236622.52420069234
1863,5087.0,8.0,6,236622.52420069234
1864,5087.0,8.0,6,236622.52420069234
1865,4582.0,3.0,1,317274.3396119375
1866,4598.0,3.0,3,275014.1055719554
1867,4174.0,2.0,3,220991.32521761805
1868,4576.0,3.0,3,275014.1055719554
1869,3402.0,3.0,2,196164.5313086699
1870,3578.0,3.0,2,215516.76932574215
1871,4082.0,2.0,3,216599.56710470468
1872,2630.0,3.0,3,158929.02434683382
1873,4076.0,4.0,3,258969.76199608075
1874,2578.0,2.0,3,134789.66531824926
1875,3546.0,3.0,3,209741.53787516206
1876,3438.0,4.0,3,213445.2998020952
1877,3636.0,3.0,3,204644.69918693005
1878,3874.0,2.0,3,202876.0079584153
1879,2229.0,1.0,3,116891.42679368287
1880,2272.0,2.0,2,128070.02609857882
1881,4766.0,3.0,3,304533.3216905051
1882,4146.0,3.0,4,222567.92877457052
1883,3163.0,3.0,3,179365.44072939936
1884,3721.0,3.0,3,204644.69918693005
1885,3665.0,3.0,2,220371.37119778426
1886,4511.0,3.0,3,264513.6962179408
1887,3522.0,3.0,3,201318.94177188686
1888,4233.0,3.0,3,246953.00820564697
1889,2580.0,3.0,3,148809.14080773082
1890,2947.0,2.0,3,144416.70455920108
1891,2172.0,2.0,2,128070.02609857882
1892,2072.0,1.0,3,105238.00938248372
1893,2893.0,2.0,3,144416.70455920108
1894,3356.0,2.0,6,140916.3234286343
1895,3023.0,1.0,2,136917.4880517572
1896,2358.0,1.0,3,116432.6739357217
1897,2405.0,2.0,3,127719.53184368597
1898,2430.0,2.0,3,130435.65044538943
1899,2668.0,1.0,3,127925.310840416
1900,2351.0,1.0,3,116432.6739357217
1901,3018.0,3.0,2,174101.60570405307
1902,3451.0,1.0,2,168038.60212952617
1903,3857.0,3.0,5,178836.542545948
1904,2614.0,2.0,2,140235.95988365257
1905,3853.0,3.0,3,219439.5059235739
1906,2966.0,3.0,3,168101.26857569237
1907,3993.0,3.0,3,240476.86701235364
1908,2279.0,1.0,2,113288.33709724095
1909,2428.0,3.0,2,148587.9707427683
1910,2406.0,2.0,2,120996.72131485326
1911,3567.0,4.0,3,217856.58869728597
1912,5063.0,3.0,3,299944.28959074727
1913,4209.0,2.0,5,153632.367323026
1914,1416.0,1.0,2,77897.55734681917
1915,4094.0,4.0,2,283975.1052796247
1916,1233.0,1.0,1,78797.98610383781
1917,4102.0,3.0,3,240816.78162516947
1918,2498.0,2.0,2,134681.40671518093
1919,3246.0,3.0,2,191954.93721570203
1920,3849.0,3.0,2,238164.41172849864
1921,5250.0,3.0,3,369959.3377017313
1922,4262.0,3.0,3,218326.80447013373
1923,3718.0,3.0,3,204644.69918693005
1924,4164.0,5.0,3,258969.76199608075
1925,3650.0,3.0,3,204644.69918693005
1926,5236.0,3.0,2,393605.92604266084
1927,2544.0,1.0,3,122370.75767194438
1928,3112.0,2.0,3,153719.56442439833
1929,2066.0,2.0,2,116416.60868737966
1930,2184.0,2.0,2,128070.02609857882
1931,2541.0,2.0,2,134681.40671518093
1932,2501.0,2.0,3,134789.66531824926
1933,3855.0,2.0,4,183512.70993449187
1934,3036.0,3.0,3,171018.61826679652
1935,2811.0,3.0,3,163572.5811644434
1936,3184.0,3.0,3,179365.44072939936
1937,3190.0,3.0,3,179365.44072939936
1938,3175.0,3.0,3,179365.44072939936
1939,3874.0,3.0,1,248228.38155450037
1940,3292.0,2.0,2,168670.14825930336
1941,3064.0,3.0,3,171018.61826679652
1942,3001.0,4.0,3,182248.56696924436
1943,3363.0,3.0,2,196164.5313086699
1944,4575.0,4.0,5,201662.3946961439
1945,4728.0,3.0,2,278893.3235625789
1946,3745.0,1.0,3,165146.04181649414
1947,4181.0,3.0,2,275275.53380152676
1948,3894.0,3.0,3,220688.59580459885
1949,4080.0,3.0,2,269139.30722104927
1950,3270.0,3.0,3,187144.56975394915
1951,4862.0,3.0,3,304533.3216905051
1952,4582.0,3.0,3,275014.1055719554
1953,3057.0,3.0,3,171018.61826679652
1954,3372.0,3.0,3,188297.4843105172
1955,2512.0,2.0,3,134789.66531824926
1956,5798.0,4.0,4,382188.3564668068
1957,3385.0,2.0,2,169825.5350984764
1958,4953.0,4.0,4,301951.50847326085
1959,3213.0,4.0,4,187627.5706874697
1960,2176.0,1.0,2,113747.08995520211
1961,2304.0,2.0,3,127719.53184368597
1962,1786.0,3.0,2,123196.56270638386
1963,2233.0,2.0,2,128070.02609857882
1964,2196.0,3.0,3,141684.97051528393
1965,2771.0,3.0,4,159144.02653988852
1966,2588.0,2.0,2,134681.40671518093
1967,4373.0,3.0,3,263788.8152002393
1968,5968.0,4.0,4,432705.61325289606
1969,4969.0,3.0,2,329622.79140302236
1970,5842.0,4.0,4,383629.2504048354
1971,5982.0,4.0,4,432705.61325289606
1972,5003.0,4.0,3,315069.1228119537
1973,3816.0,3.0,4,204828.21937826832
1974,4602.0,4.0,4,281980.55714496
1975,6373.0,4.0,1,371238.40152632195
1976,4154.0,3.0,2,269139.30722104927
1977,4934.0,4.0,4,301951.50847326085
1978,5576.0,3.0,4,340618.33558340603
1979,4642.0,3.0,2,302611.7501501333
1980,3251.0,2.0,2,168670.14825930336
1981,4754.0,3.0,2,329622.79140302236
1982,3269.0,3.0,2,191954.93721570203
1983,3269.0,2.0,2,168670.14825930336
1984,2891.0,3.0,2,165768.0713598324
1985,3834.0,3.0,2,238164.41172849864
1986,3800.0,3.0,2,238164.41172849864
1987,2944.0,2.0,2,144308.44595613275
1988,2772.0,3.0,3,163572.5811644434
1989,3146.0,3.0,3,179365.44072939936
1990,3435.0,3.0,4,188851.39025036545
1991,3410.0,3.0,2,207841.38827002124
1992,3413.0,3.0,3,199974.34127186856
1993,2659.0,3.0,3,158929.02434683382
1994,3947.0,3.0,4,207240.57145695205
1995,3035.0,3.0,3,171018.61826679652
1996,4019.0,3.0,3,241831.58202974245
1997,4693.0,3.0,4,300848.8502972787
1998,5103.0,3.0,2,353833.9968399752
1999,3933.0,4.0,4,220933.8813984865
2000,4773.0,3.0,4,291235.69412603095
2001,4544.0,4.0,4,279073.6611936402
2002,3824.0,3.0,3,219439.5059235739
2003,4257.0,3.0,3,230087.64962272104
2004,3985.0,4.0,3,256035.18352909107
2005,3420.0,2.0,3,175837.2113866667
2006,3628.0,2.0,3,178719.1566134946
2007,4233.0,2.0,3,220991.32521761805
2008,3234.0,3.0,2,191954.93721570203
2009,3282.0,4.0,3,200615.5282841758
2010,3212.0,3.0,3,184896.06468613446
2011,2440.0,2.0,3,130435.65044538943
2012,2839.0,2.0,3,145304.20180106864
2013,2958.0,3.0,3,168101.26857569237
2014,3280.0,4.0,3,200615.5282841758
2015,3190.0,3.0,3,179365.44072939936
2016,3199.0,4.0,3,192836.399259626
2017,3356.0,4.0,3,201768.44284074384
2018,2553.0,2.0,3,134789.66531824926
2019,2280.0,2.0,3,127719.53184368597
2020,2088.0,2.0,3,116524.86729044798
2021,2004.0,1.0,3,103428.91957982448
2022,3734.0,3.0,3,204644.69918693005
2023,3224.0,2.0,4,151176.06433775442
2024,4770.0,4.0,4,301951.50847326085
2025,5613.0,4.0,4,367181.66103043297
2026,3075.0,2.0,1,159811.86878109782
2027,2446.0,4.0,2,160829.10494716992
2028,2723.0,2.0,2,145195.9431980003
2029,2765.0,4.0,3,177043.53969467003
2030,4045.0,3.0,2,264488.5561876907
2031,3487.0,3.0,1,214041.95122978906
2032,3639.0,3.0,2,220371.37119778426
2033,3835.0,3.0,2,238164.41172849864
2034,2558.0,4.0,3,162280.09933795745
2035,3193.0,4.0,3,192836.399259626
2036,3195.0,4.0,3,192836.399259626
2037,3216.0,4.0,3,200615.5282841758
2038,4393.0,4.0,2,302724.746115821
2039,3142.0,3.0,1,188648.99112642373
2040,5028.0,4.0,3,315069.1228119537
2041,4017.0,4.0,3,256035.18352909107
2042,3489.0,3.0,3,199974.34127186856
2043,3586.0,3.0,4,190550.1320705738
2044,4209.0,2.0,4,182435.0049316159
2045,4072.0,2.0,4,179188.22033934703
2046,3734.0,2.0,4,162219.00502490197
2047,2706.0,2.0,4,139367.1274402921
2048,2646.0,2.0,3,140344.2184867209
2049,4032.0,2.0,6,151843.5718863731
2050,2959.0,2.0,4,140928.81044128467
2051,1521.0,1.0,2,84925.21855928614
2052,2843.0,2.0,3,145304.20180106864
2053,2790.0,2.0,3,145304.20180106864
2054,1485.0,1.0,2,84925.21855928614
2055,3264.0,2.0,3,167051.0268378754
2056,2365.0,2.0,3,127719.53184368597
2057,2528.0,1.0,3,122370.75767194438
2058,3802.0,3.0,4,204828.21937826832
2059,2827.0,2.0,3,145304.20180106864
2060,3574.0,3.0,2,215516.76932574215
2061,3896.0,2.0,3,206300.69330065118
2062,2592.0,2.0,3,133394.9868420548
2063,1842.0,2.0,2,104109.5176477804
2064,2940.0,2.0,3,144416.70455920108
2065,2366.0,1.0,2,113288.33709724095
2066,3368.0,2.0,3,168203.94139444345
2067,2137.0,3.0,4,126457.33404417637
2068,4132.0,2.0,5,154116.88459281556
2069,1325.0,1.0,1,78797.98610383781
2070,2374.0,1.0,3,116432.6739357217
2071,1848.0,1.0,2,95278.6835615111
2072,3916.0,2.0,3,207463.95549830995
2073,2576.0,3.0,3,148809.14080773082
2074,3567.0,2.0,3,176816.54179532838
2075,2681.0,2.0,3,140344.2184867209
2076,2328.0,1.0,2,113288.33709724095
2077,3063.0,3.0,3,171018.61826679652
2078,2353.0,2.0,3,127719.53184368597
2079,2772.0,2.0,3,145304.20180106864
2080,2200.0,2.0,2,128070.02609857882
2081,2372.0,1.0,4,111775.22876742692
2082,3600.0,2.0,6,136504.60900322208
2083,2836.0,2.0,3,145304.20180106864
2084,2000.0,2.0,2,114607.5188847204
2085,2498.0,1.0,3,122370.75767194438
2086,1808.0,2.0,3,105538.66268683742
2087,2503.0,1.0,3,122370.75767194438
2088,2612.0,1.0,2,124780.97400193526
2089,1600.0,1.0,2,93549.68382002642
2090,2740.0,2.0,4,139367.1274402921
2091,2703.0,2.0,3,145304.20180106864
2092,3084.0,2.0,2,153611.30582133
2093,3137.0,1.0,2,143513.9321285471
2094,1986.0,2.0,2,114607.5188847204
